time,latitude,longitude,thetao,so,uo,vo,wo,kd,ph,spco2,o2,no3,po4,si,fe,chl
2023-12-01,20.0,87.0,27.594542,31.806778,-0.27255186,-0.013161324,-9.283912e-06,0.067094184,8.096693,32.93577,211.99515,0.27397463,0.03986185,1.5540289,0.0007420971,0.40043017
2023-12-01,20.0,87.25,27.563759,31.831795,-0.2704954,0.097521886,-4.7723434e-09,0.04883057,8.076304,35.15493,207.69319,0.0336541,0.075722866,1.4751656,0.0005145271,0.36142385
2023-12-01,20.0,87.5,27.302694,31.519144,-0.33311254,0.18594462,-4.544436e-07,0.05011357,8.069997,35.645756,207.43155,0.03321401,0.075326145,1.4892939,0.0005102291,0.34103328
2023-12-01,20.0,87.75,27.920725,32.762245,-0.34467846,0.16133982,-3.646835e-06,0.05103,8.062381,36.320953,206.83914,0.030665884,0.08374539,1.5173668,0.00051778957,0.36448073
2023-12-01,20.0,88.0,28.272133,33.35761,-0.29876548,0.15384194,7.30416e-07,0.055035446,8.049929,37.367752,206.07112,0.039683696,0.096502684,1.5742245,0.00052979315,0.40341762
2023-12-01,20.0,88.25,28.392965,33.51921,-0.26862088,0.16616812,-4.89679e-07,0.055952072,8.043858,37.762474,205.46007,0.041573457,0.100738026,1.6098884,0.0005424589,0.3909377
2023-12-01,20.0,88.5,28.346397,33.370728,-0.18597434,0.13348565,1.0389793e-06,0.051445693,8.049927,37.169678,205.03503,0.024866162,0.09822225,1.63523,0.00056162337,0.37985688
2023-12-01,20.0,88.75,28.333376,33.343452,-0.08858009,0.087195516,-4.886567e-07,0.04811,8.053302,36.85676,204.88396,0.020081304,0.09508483,1.6730531,0.0005827322,0.3838364
2023-12-01,20.0,89.0,28.181528,33.1773,-0.0061083846,0.017555201,-1.8863599e-06,0.04744125,8.0582485,36.35965,205.39691,0.020644112,0.08696673,1.7472026,0.0006073474,0.3980044
2023-12-01,20.0,89.25,27.903912,32.877487,0.08273065,-0.05001697,1.0403736e-06,0.04744125,8.061046,36.067806,205.85312,0.01967573,0.08168745,1.8165295,0.0006178699,0.37737638
2023-12-01,20.0,89.5,27.678316,32.638874,0.15843484,-0.03503724,1.9301315e-06,0.04744125,8.066409,35.558628,206.34464,0.026114922,0.06940331,1.9258717,0.00063440297,0.34680295
2023-12-01,20.0,89.75,27.322805,32.20142,0.0492751,0.00594467,-2.8522813e-06,0.056219496,8.079213,34.096367,210.70331,0.48919195,0.022368329,2.06262,0.000735109,0.31751686
