time,latitude,longitude,thetao,so,uo,vo,wo,kd,ph,spco2,o2,no3,po4,si,fe,chl
2023-11-01,20.0,87.0,28.12504,26.58721,-0.08274905,-0.10793809,4.5733157e-07,0.068661086,8.116567,30.90374,213.01695,2.4693446,0.0055166474,1.7387065,0.0012096482,0.3456218838691711
2023-11-01,20.0,87.25,28.172344,27.636711,-0.16727528,-0.112870835,-7.5776455e-07,0.061908312,8.107141,32.12305,211.4942,1.6886326,0.01575456,1.6224663,0.0009537008,0.2902059257030487
2023-11-01,20.0,87.5,28.253498,28.553354,-0.18368681,-0.107585095,1.97774e-06,0.0578345,8.0949335,33.270065,209.78447,1.2992121,0.027424756,1.6818557,0.00087371113,0.2766924202442169
2023-11-01,20.0,87.75,28.354998,31.075155,-0.14830367,0.0024026006,-2.3254147e-06,0.04868809,8.075578,34.82186,207.91861,0.99188834,0.038570497,1.7437445,0.00081785046,0.2337648272514343
2023-11-01,20.0,88.0,28.431435,31.768059,-0.12573637,0.073998265,-4.1508682e-07,0.04743455,8.060791,36.053833,206.99332,0.32887676,0.042215288,1.6981902,0.0007195696,0.2324724644422531
2023-11-01,20.0,88.25,28.467304,32.04835,-0.08595942,0.08837488,-2.9033544e-07,0.04701722,8.054842,36.54191,206.21194,0.090459295,0.046380155,1.8012275,0.00073038135,0.2080666720867157
2023-11-01,20.0,88.5,28.484333,32.26583,-0.02581648,0.1056427,-1.1686508e-07,0.048022386,8.053015,36.686733,205.87086,0.05100567,0.04599755,1.9165899,0.00074796693,0.2130121290683746
2023-11-01,20.0,88.75,28.504728,32.449516,0.022241304,0.117673405,-1.03851626e-07,0.048244033,8.051798,36.79024,205.70744,0.045551978,0.04398295,2.0186307,0.0007582456,0.2115164697170257
2023-11-01,20.0,89.0,28.522532,32.56046,0.06431381,0.087071516,-1.4358604e-07,0.04812287,8.051089,36.85157,205.84491,0.056218334,0.04121242,2.0898585,0.0007588186,0.2222988456487655
2023-11-01,20.0,89.25,28.494576,32.510876,0.09790402,0.017326863,-8.8043817e-07,0.048287526,8.051594,36.805767,206.0574,0.09156637,0.037620597,2.1336966,0.0007571399,0.2480363845825195
2023-11-01,20.0,89.5,28.035303,30.097958,-0.031831305,0.043042872,-1.3283119e-06,0.049098164,8.060959,35.994312,206.78752,0.64675134,0.028307008,2.3307188,0.0008272717,0.2606370151042938
2023-11-01,20.0,89.75,28.033638,28.915833,0.0039762566,-0.019145792,1.3009243e-06,0.05244137,8.073221,34.947815,208.56267,2.1139674,0.019951953,2.7195885,0.0010049397,0.2744956314563751
2023-11-01,20.0,90.0,28.114355,28.680752,0.067442566,-0.05109991,8.039325e-07,0.05337516,8.076954,34.573036,209.82854,3.6643522,0.015343668,3.117105,0.001181421,0.2563243806362152
2023-11-01,20.0,90.25,28.133732,28.659552,0.059710696,-0.014026507,-1.6922506e-07,0.05430282,8.078941,34.4103,210.25119,3.9376826,0.0107935015,3.2076607,0.001193209,0.2542559802532196
2023-11-01,20.0,90.5,28.035334,28.290524,-0.006008384,-0.020451993,-1.2638301e-06,0.058702216,8.081748,34.086876,210.99638,4.0954533,0.0028677536,3.2605398,0.001194996,0.2711797654628753
2023-11-01,20.0,90.75,27.935045,27.412424,-0.09339057,-0.045730643,-5.710365e-07,0.049747206,8.088538,33.41406,211.6709,5.3577795,0.0006785299,3.6405487,0.0013771628,0.2256917357444763
2023-11-01,20.0,91.0,28.037788,27.09122,-0.13263394,0.017792115,7.852536e-07,0.045700014,8.097662,32.65838,212.89407,6.895416,0.0005458217,4.1755314,0.0016006121,0.2288399040699005
2023-11-01,20.25,87.0,27.967182,24.779568,-0.07670118,-0.08298043,-5.036145e-08,0.06884699,8.138007,28.228638,216.30635,3.7018485,0.001384267,2.4158652,0.0022449968,0.3996223211288452
2023-11-01,20.25,87.25,28.028543,26.120733,-0.0509475,-0.20329268,-2.2942288e-06,0.061937656,8.120787,30.59216,213.59494,2.5047593,0.00354274,1.720022,0.001200668,0.3035562932491302
2023-11-01,20.25,87.5,28.008097,26.796625,0.045235865,-0.06293776,1.938949e-06,0.057208788,8.114651,31.132727,212.9311,2.0483327,0.0077315746,1.6321403,0.0010531251,0.2557513415813446
2023-11-01,20.25,87.75,28.114126,28.765001,0.00749592,0.022054313,1.0060573e-06,0.0665289,8.10196,32.165394,212.0586,1.6280288,0.012447339,1.7405003,0.00097313576,0.3127376735210418
2023-11-01,20.25,88.0,28.250807,30.951233,-0.039307464,0.0453478,-1.5670099e-07,0.0583708,8.083184,33.948296,209.95174,0.99149495,0.021557232,1.6830058,0.0008133326,0.2714483737945556
2023-11-01,20.25,88.25,28.302052,31.407265,-0.021396942,0.047542177,-1.3317445e-07,0.05131644,8.06784,35.327385,208.1776,0.36503315,0.028304037,1.733318,0.0007375576,0.2583718299865722
2023-11-01,20.25,88.5,28.304876,31.777273,0.0059053143,0.022717476,-4.2466393e-08,0.047970057,8.060671,35.986046,207.0497,0.1798633,0.033740025,1.8183163,0.00073209434,0.2180845439434051
2023-11-01,20.25,88.75,28.346987,32.263073,0.064626284,0.07880576,-8.14913e-08,0.047415067,8.059189,36.11219,206.85982,0.14197211,0.03267922,1.8848172,0.0007380126,0.2256124466657638
2023-11-01,20.25,89.0,28.309607,32.245827,0.073982365,0.08078726,2.6030185e-07,0.04817916,8.059132,36.120205,206.9144,0.16877726,0.030545099,1.935463,0.00074112695,0.253207117319107
2023-11-01,20.25,89.25,28.166203,30.437902,-0.06985065,0.106150016,-2.3055081e-07,0.05147802,8.063138,35.740543,207.56497,0.5660163,0.02449538,2.1213324,0.00080114225,0.2866802811622619
2023-11-01,20.25,89.5,27.861082,28.76313,-0.105777875,0.03542425,1.6031349e-06,0.05547204,8.080327,34.28454,209.51227,2.4205759,0.016430613,2.6889555,0.0010519013,0.2965041995048523
2023-11-01,20.25,89.75,27.85824,28.199087,-0.078014895,0.004361512,4.0613097e-07,0.056054734,8.089647,33.535458,211.45215,4.543695,0.0135504035,3.2137337,0.0013296246,0.2777798473834991
2023-11-01,20.25,90.0,27.89709,27.742317,-0.12358393,0.034424584,9.0067977e-07,0.057641603,8.091526,33.362915,212.35986,5.5066314,0.008046367,3.4953864,0.001435517,0.2834983468055725
2023-11-01,20.25,90.25,27.919722,27.224424,-0.17643271,0.03496515,8.0454936e-07,0.057848487,8.0931,33.23222,212.24243,5.578726,0.0028431292,3.6226697,0.0013971224,0.281598150730133
